Date,Pm
00:00,1656.0
00:15,1636.0
00:30,1640.0
00:45,1624.0
01:00,1644.0
01:15,1636.0
01:30,1656.0
01:45,1644.0
02:00,1648.0
02:15,1656.0
02:30,1640.0
02:45,1604.0
03:00,1596.0
03:15,1568.0
03:30,1560.0
03:45,1544.0
04:00,1536.0
04:15,1512.0
04:30,1500.0
04:45,1496.0
05:00,1508.0
05:15,1440.0
05:30,1376.0
05:45,1340.0
06:00,1292.0
06:15,1320.0
06:30,1348.0
06:45,1328.0
07:00,1352.0
07:15,1344.0
07:30,1320.0
07:45,1308.0
08:00,1304.0
08:15,1300.0
08:30,1344.0
08:45,1388.0
09:00,1436.0
09:15,1484.0
09:30,1484.0
09:45,1480.0
10:00,1508.0
10:15,1528.0
10:30,1544.0
10:45,1572.0
11:00,1568.0
11:15,1556.0
11:30,1592.0
11:45,1612.0
12:00,1624.0
12:15,1640.0
12:30,1636.0
12:45,1636.0
13:00,1628.0
13:15,1628.0
13:30,1628.0
13:45,1604.0
14:00,1620.0
14:15,1624.0
14:30,1632.0
14:45,1632.0
15:00,1612.0
15:15,1648.0
15:30,1656.0
15:45,1692.0
16:00,1656.0
16:15,1632.0
16:30,1620.0
16:45,1612.0
17:00,1608.0
17:15,1620.0
17:30,1636.0
17:45,1644.0
18:00,1640.0
18:15,1640.0
18:30,1640.0
18:45,1636.0
19:00,1620.0
19:15,1636.0
19:30,1616.0
19:45,1604.0
20:00,1604.0
20:15,1604.0
20:30,1616.0
20:45,1612.0
21:00,1600.0
21:15,1604.0
21:30,1612.0
21:45,1628.0
22:00,1640.0
22:15,1688.0
22:30,1748.0
22:45,1752.0
23:00,1640.0
23:15,1656.0
23:30,1660.0
23:45,1676.0
