Date,Pm
00:00,-148.0
00:15,-148.0
00:30,-148.0
00:45,-152.0
01:00,-168.0
01:15,-172.0
01:30,-176.0
01:45,-176.0
02:00,-156.0
02:15,-156.0
02:30,-152.0
02:45,-148.0
03:00,-148.0
03:15,-144.0
03:30,-144.0
03:45,-144.0
04:00,-144.0
04:15,-144.0
04:30,-164.0
04:45,-164.0
05:00,-164.0
05:15,-156.0
05:30,-144.0
05:45,-144.0
06:00,-148.0
06:15,-140.0
06:30,-168.0
06:45,-164.0
07:00,-180.0
07:15,-196.0
07:30,-216.0
07:45,-228.0
08:00,-236.0
08:15,-232.0
08:30,-208.0
08:45,-220.0
09:00,-212.0
09:15,-216.0
09:30,-220.0
09:45,-220.0
10:00,-232.0
10:15,-240.0
10:30,-276.0
10:45,-264.0
11:00,-276.0
11:15,-280.0
11:30,-256.0
11:45,-264.0
12:00,-260.0
12:15,-288.0
12:30,-264.0
12:45,-280.0
13:00,-288.0
13:15,-280.0
13:30,-288.0
13:45,-284.0
14:00,-264.0
14:15,-260.0
14:30,-252.0
14:45,-236.0
15:00,-248.0
15:15,-244.0
15:30,-232.0
15:45,-220.0
16:00,-212.0
16:15,-208.0
16:30,-220.0
16:45,-224.0
17:00,-212.0
17:15,-208.0
17:30,-188.0
17:45,-184.0
18:00,-176.0
18:15,-168.0
18:30,-172.0
18:45,-164.0
19:00,-184.0
19:15,-192.0
19:30,-184.0
19:45,-184.0
20:00,-172.0
20:15,-160.0
20:30,-160.0
20:45,-156.0
21:00,-148.0
21:15,-148.0
21:30,-148.0
21:45,-152.0
22:00,-152.0
22:15,-148.0
22:30,-168.0
22:45,-168.0
23:00,-160.0
23:15,-168.0
23:30,-148.0
23:45,-148.0
