Date,Pm
00:00,28.0
00:15,32.0
00:30,28.0
00:45,40.0
01:00,44.0
01:15,36.0
01:30,36.0
01:45,36.0
02:00,40.0
02:15,36.0
02:30,36.0
02:45,40.0
03:00,36.0
03:15,32.0
03:30,36.0
03:45,36.0
04:00,32.0
04:15,28.0
04:30,24.0
04:45,24.0
05:00,24.0
05:15,32.0
05:30,28.0
05:45,28.0
06:00,12.0
06:15,16.0
06:30,44.0
06:45,44.0
07:00,20.0
07:15,-4.0
07:30,4.0
07:45,12.0
08:00,12.0
08:15,24.0
08:30,32.0
08:45,36.0
09:00,32.0
09:15,36.0
09:30,28.0
09:45,24.0
10:00,36.0
10:15,36.0
10:30,32.0
10:45,20.0
11:00,24.0
11:15,16.0
11:30,24.0
11:45,24.0
12:00,16.0
12:15,8.0
12:30,8.0
12:45,12.0
13:00,12.0
13:15,12.0
13:30,0.0
13:45,8.0
14:00,8.0
14:15,8.0
14:30,8.0
14:45,12.0
15:00,24.0
15:15,28.0
15:30,32.0
15:45,40.0
16:00,36.0
16:15,44.0
16:30,40.0
16:45,44.0
17:00,48.0
17:15,44.0
17:30,44.0
17:45,48.0
18:00,44.0
18:15,44.0
18:30,40.0
18:45,36.0
19:00,36.0
19:15,36.0
19:30,32.0
19:45,40.0
20:00,32.0
20:15,36.0
20:30,40.0
20:45,48.0
21:00,52.0
21:15,52.0
21:30,52.0
21:45,52.0
22:00,52.0
22:15,52.0
22:30,52.0
22:45,52.0
23:00,64.0
23:15,68.0
23:30,68.0
23:45,56.0
