Date,Pm
00:00,-344.0
00:15,-340.0
00:30,-328.0
00:45,-336.0
01:00,-344.0
01:15,-340.0
01:30,-328.0
01:45,-332.0
02:00,-344.0
02:15,-336.0
02:30,-336.0
02:45,-328.0
03:00,-340.0
03:15,-340.0
03:30,-324.0
03:45,-324.0
04:00,-332.0
04:15,-336.0
04:30,-328.0
04:45,-328.0
05:00,-328.0
05:15,-328.0
05:30,-316.0
05:45,-320.0
06:00,-320.0
06:15,-328.0
06:30,-340.0
06:45,-344.0
07:00,-344.0
07:15,-356.0
07:30,-356.0
07:45,-364.0
08:00,-380.0
08:15,-388.0
08:30,-404.0
08:45,-432.0
09:00,-440.0
09:15,-448.0
09:30,-448.0
09:45,-464.0
10:00,-464.0
10:15,-468.0
10:30,-456.0
10:45,-464.0
11:00,-456.0
11:15,-456.0
11:30,-444.0
11:45,-452.0
12:00,-464.0
12:15,-460.0
12:30,-448.0
12:45,-440.0
13:00,-440.0
13:15,-444.0
13:30,-448.0
13:45,-444.0
14:00,-444.0
14:15,-444.0
14:30,-436.0
14:45,-428.0
15:00,-448.0
15:15,-436.0
15:30,-440.0
15:45,-432.0
16:00,-420.0
16:15,-396.0
16:30,-404.0
16:45,-420.0
17:00,-424.0
17:15,-408.0
17:30,-400.0
17:45,-392.0
18:00,-404.0
18:15,-400.0
18:30,-384.0
18:45,-372.0
19:00,-372.0
19:15,-388.0
19:30,-372.0
19:45,-356.0
20:00,-348.0
20:15,-348.0
20:30,-348.0
20:45,-344.0
21:00,-336.0
21:15,-340.0
21:30,-352.0
21:45,-348.0
22:00,-332.0
22:15,-336.0
22:30,-340.0
22:45,-344.0
23:00,-336.0
23:15,-324.0
23:30,-328.0
23:45,-336.0
