Date,Pm
00:00,-502.0
00:15,-502.0
00:30,-520.0
00:45,-480.0
01:00,-456.0
01:15,-476.0
01:30,-536.0
01:45,-516.0
02:00,-504.0
02:15,-480.0
02:30,-472.0
02:45,-464.0
03:00,-524.0
03:15,-540.0
03:30,-524.0
03:45,-476.0
04:00,-472.0
04:15,-484.0
04:30,-520.0
04:45,-536.0
05:00,-512.0
05:15,-476.0
05:30,-464.0
05:45,-480.0
06:00,-536.0
06:15,-536.0
06:30,-556.0
06:45,-524.0
07:00,-560.0
07:15,-552.0
07:30,-624.0
07:45,-612.0
08:00,-616.0
08:15,-596.0
08:30,-628.0
08:45,-640.0
09:00,-716.0
09:15,-748.0
09:30,-744.0
09:45,-744.0
10:00,-744.0
10:15,-740.0
10:30,-800.0
10:45,-768.0
11:00,-788.0
11:15,-800.0
11:30,-800.0
11:45,-800.0
12:00,-800.0
12:15,-792.0
12:30,-820.0
12:45,-812.0
13:00,-780.0
13:15,-756.0
13:30,-768.0
13:45,-792.0
14:00,-800.0
14:15,-796.0
14:30,-796.0
14:45,-788.0
15:00,-788.0
15:15,-744.0
15:30,-744.0
15:45,-756.0
16:00,-716.0
16:15,-724.0
16:30,-708.0
16:45,-696.0
17:00,-732.0
17:15,-656.0
17:30,-668.0
17:45,-640.0
18:00,-648.0
18:15,-612.0
18:30,-616.0
18:45,-620.0
19:00,-584.0
19:15,-584.0
19:30,-576.0
19:45,-568.0
20:00,-560.0
20:15,-552.0
20:30,-592.0
20:45,-564.0
21:00,-552.0
21:15,-528.0
21:30,-524.0
21:45,-524.0
22:00,-508.0
22:15,-524.0
22:30,-508.0
22:45,-512.0
23:00,-500.0
23:15,-516.0
23:30,-508.0
23:45,-508.0
