Date,Pm
00:00,-16.0
00:15,-12.0
00:30,-12.0
00:45,-8.0
01:00,-12.0
01:15,-24.0
01:30,-20.0
01:45,-24.0
02:00,-24.0
02:15,-24.0
02:30,-24.0
02:45,-24.0
03:00,-24.0
03:15,-24.0
03:30,-20.0
03:45,-24.0
04:00,-28.0
04:15,-24.0
04:30,-20.0
04:45,-40.0
05:00,-44.0
05:15,-24.0
05:30,-28.0
05:45,-28.0
06:00,-32.0
06:15,-36.0
06:30,-40.0
06:45,-40.0
07:00,-44.0
07:15,-48.0
07:30,-44.0
07:45,-48.0
08:00,-64.0
08:15,-68.0
08:30,-64.0
08:45,-76.0
09:00,-76.0
09:15,-96.0
09:30,-84.0
09:45,-84.0
10:00,-96.0
10:15,-92.0
10:30,-88.0
10:45,-104.0
11:00,-100.0
11:15,-88.0
11:30,-88.0
11:45,-88.0
12:00,-88.0
12:15,-92.0
12:30,-88.0
12:45,-88.0
13:00,-92.0
13:15,-96.0
13:30,-96.0
13:45,-96.0
14:00,-96.0
14:15,-84.0
14:30,-76.0
14:45,-76.0
15:00,-84.0
15:15,-84.0
15:30,-80.0
15:45,-92.0
16:00,-100.0
16:15,-100.0
16:30,-96.0
16:45,-96.0
17:00,-92.0
17:15,-84.0
17:30,-80.0
17:45,-72.0
18:00,-72.0
18:15,-68.0
18:30,-76.0
18:45,-56.0
19:00,-52.0
19:15,-20.0
19:30,-8.0
19:45,-8.0
20:00,-8.0
20:15,-8.0
20:30,-4.0
20:45,-8.0
21:00,-8.0
21:15,-8.0
21:30,-8.0
21:45,-8.0
22:00,-12.0
22:15,-8.0
22:30,-8.0
22:45,-8.0
23:00,-12.0
23:15,-8.0
23:30,-12.0
23:45,-8.0
