Date,Pm
00:00,-12.0
00:15,-8.0
00:30,-8.0
00:45,-8.0
01:00,-12.0
01:15,-8.0
01:30,-8.0
01:45,-8.0
02:00,-8.0
02:15,-8.0
02:30,-8.0
02:45,-10.0
03:00,-10.0
03:15,-8.0
03:30,-8.0
03:45,-8.0
04:00,-8.0
04:15,-8.0
04:30,-8.0
04:45,-8.0
05:00,-12.0
05:15,-8.0
05:30,-12.0
05:45,-12.0
06:00,-12.0
06:15,-8.0
06:30,-12.0
06:45,-12.0
07:00,-12.0
07:15,-8.0
07:30,-12.0
07:45,-12.0
08:00,-20.0
08:15,-12.0
08:30,-16.0
08:45,-16.0
09:00,-20.0
09:15,-24.0
09:30,-24.0
09:45,-24.0
10:00,-24.0
10:15,-24.0
10:30,-24.0
10:45,-24.0
11:00,-28.0
11:15,-28.0
11:30,-24.0
11:45,-28.0
12:00,-28.0
12:15,-24.0
12:30,-24.0
12:45,-20.0
13:00,-24.0
13:15,-24.0
13:30,-24.0
13:45,-28.0
14:00,-24.0
14:15,-24.0
14:30,-24.0
14:45,-24.0
15:00,-32.0
15:15,-24.0
15:30,-28.0
15:45,-24.0
16:00,-28.0
16:15,-28.0
16:30,-24.0
16:45,-24.0
17:00,-20.0
17:15,-16.0
17:30,-20.0
17:45,-16.0
18:00,-16.0
18:15,-12.0
18:30,-16.0
18:45,-12.0
19:00,-12.0
19:15,-12.0
19:30,-12.0
19:45,-12.0
20:00,-8.0
20:15,-12.0
20:30,-12.0
20:45,-8.0
21:00,-8.0
21:15,-12.0
21:30,-8.0
21:45,-8.0
22:00,-8.0
22:15,-8.0
22:30,-8.0
22:45,-8.0
23:00,-12.0
23:15,-8.0
23:30,-8.0
23:45,-12.0
