Date,Pm
00:00,-68.0
00:15,-80.0
00:30,-84.0
00:45,-76.0
01:00,-68.0
01:15,-76.0
01:30,-76.0
01:45,-84.0
02:00,-80.0
02:15,-72.0
02:30,-72.0
02:45,-76.0
03:00,-76.0
03:15,-80.0
03:30,-72.0
03:45,-72.0
04:00,-76.0
04:15,-80.0
04:30,-72.0
04:45,-76.0
05:00,-68.0
05:15,-72.0
05:30,-92.0
05:45,-76.0
06:00,-84.0
06:15,-76.0
06:30,-92.0
06:45,-92.0
07:00,-80.0
07:15,-88.0
07:30,-84.0
07:45,-92.0
08:00,-84.0
08:15,-92.0
08:30,-100.0
08:45,-92.0
09:00,-124.0
09:15,-104.0
09:30,-124.0
09:45,-116.0
10:00,-124.0
10:15,-124.0
10:30,-148.0
10:45,-133.33333333333334
11:00,-133.33333333333334
11:15,-133.33333333209157
11:30,-120.0
11:45,-128.0
12:00,-120.0
12:15,-108.0
12:30,-120.0
12:45,-112.0
13:00,-132.0
13:15,-108.0
13:30,-132.0
13:45,-120.0
14:00,-128.0
14:15,-136.0
14:30,-120.0
14:45,-124.0
15:00,-116.0
15:15,-136.0
15:30,-116.0
15:45,-120.0
16:00,-108.0
16:15,-108.0
16:30,-112.0
16:45,-112.0
17:00,-112.0
17:15,-92.0
17:30,-108.0
17:45,-92.0
18:00,-112.0
18:15,-104.0
18:30,-88.0
18:45,-80.0
19:00,-88.0
19:15,-92.0
19:30,-88.0
19:45,-88.0
20:00,-72.0
20:15,-84.0
20:30,-80.0
20:45,-88.0
21:00,-80.0
21:15,-76.0
21:30,-84.0
21:45,-80.0
22:00,-80.0
22:15,-84.0
22:30,-68.0
22:45,-76.0
23:00,-80.0
23:15,-84.0
23:30,-84.0
23:45,-68.0
