Time,power
2021-07-01T00:00,116.385
2021-07-01T00:15,64.903
2021-07-01T00:30,88.816
2021-07-01T00:45,51.776
2021-07-01T01:00,129.789
2021-07-01T01:15,51.713
2021-07-01T01:30,88.886
2021-07-01T01:45,88.144
2021-07-01T02:00,92.374
2021-07-01T02:15,53.822
2021-07-01T02:30,96.523
2021-07-01T02:45,96.696
2021-07-01T03:00,68.209
2021-07-01T03:15,92.836
2021-07-01T03:30,67.567
2021-07-01T03:45,84.001
2021-07-01T04:00,83.178
2021-07-01T04:15,88.797
2021-07-01T04:30,71.799
2021-07-01T04:45,101.896
2021-07-01T05:00,52.349
2021-07-01T05:15,76.064
2021-07-01T05:30,175.482
2021-07-01T05:45,182.831
2021-07-01T06:00,204.304
2021-07-01T06:15,233.975
2021-07-01T06:30,189.032
2021-07-01T06:45,1276.121
2021-07-01T07:00,714.499
2021-07-01T07:15,627.474
2021-07-01T07:30,124.237
2021-07-01T07:45,126.589
2021-07-01T08:00,109.768
2021-07-01T08:15,170.518
2021-07-01T08:30,127.116
2021-07-01T08:45,52.271
2021-07-01T09:00,88.969
2021-07-01T09:15,105.909
2021-07-01T09:30,69.974
2021-07-01T09:45,84.258
2021-07-01T10:00,69.462
2021-07-01T10:15,119.359
2021-07-01T10:30,67.452
2021-07-01T10:45,67.351
2021-07-01T11:00,114.767
2021-07-01T11:15,52.992
2021-07-01T11:30,87.712
2021-07-01T11:45,86.251
2021-07-01T12:00,80.278
2021-07-01T12:15,106.131
2021-07-01T12:30,68.913
2021-07-01T12:45,84.556
2021-07-01T13:00,54.598
2021-07-01T13:15,128.438
2021-07-01T13:30,52.296
2021-07-01T13:45,89.349
2021-07-01T14:00,107.729
2021-07-01T14:15,68.103
2021-07-01T14:30,82.349
2021-07-01T14:45,85.036
2021-07-01T15:00,99.194
2021-07-01T15:15,52.632
2021-07-01T15:30,89.893
2021-07-01T15:45,110.248
2021-07-01T16:00,129.26
2021-07-01T16:15,98.167
2021-07-01T16:30,126.529
2021-07-01T16:45,151.181
2021-07-01T17:00,125.244
2021-07-01T17:15,1959.652
2021-07-01T17:30,3590.697
2021-07-01T17:45,5332.904
2021-07-01T18:00,6701.884
2021-07-01T18:15,5995.874
2021-07-01T18:30,6345.426
2021-07-01T18:45,7160.638
2021-07-01T19:00,3155.389
2021-07-01T19:15,8405.185
2021-07-01T19:30,2913.528
2021-07-01T19:45,5639.865
2021-07-01T20:00,2877.143
2021-07-01T20:15,146.768
2021-07-01T20:30,97.747
2021-07-01T20:45,151.701
2021-07-01T21:00,116.4
2021-07-01T21:15,114.322
2021-07-01T21:30,168.876
2021-07-01T21:45,224.174
2021-07-01T22:00,172.953
2021-07-01T22:15,235.9
2021-07-01T22:30,179.734
2021-07-01T22:45,134.673
2021-07-01T23:00,152.093
2021-07-01T23:15,143.176
2021-07-01T23:30,94.787
2021-07-01T23:45,65.506
2021-07-02T00:00,119.84
2021-07-02T00:15,52.355
2021-07-02T00:30,90.358
2021-07-02T00:45,84.274
2021-07-02T01:00,81.524
2021-07-02T01:15,51.9
2021-07-02T01:30,122.124
2021-07-02T01:45,52.666
2021-07-02T02:00,81.18
2021-07-02T02:15,81.845
2021-07-02T02:30,94.38
2021-07-02T02:45,52.198
2021-07-02T03:00,98.544
2021-07-02T03:15,85.714
2021-07-02T03:30,82.468
2021-07-02T03:45,53.268
2021-07-02T04:00,126.147
2021-07-02T04:15,52.331
2021-07-02T04:30,83.053
2021-07-02T04:45,89.069
2021-07-02T05:00,83.37
2021-07-02T05:15,52.88
2021-07-02T05:30,142.476
2021-07-02T05:45,53.051
2021-07-02T06:00,96.824
2021-07-02T06:15,58.822
2021-07-02T06:30,132.222
2021-07-02T06:45,331.017
2021-07-02T07:00,934.869
2021-07-02T07:15,1184.241
2021-07-02T07:30,1146.227
2021-07-02T07:45,1048.162
2021-07-02T08:00,219.63
2021-07-02T08:15,133.751
2021-07-02T08:30,143.632
2021-07-02T08:45,99.354
2021-07-02T09:00,165.014
2021-07-02T09:15,105.107
2021-07-02T09:30,103.567
2021-07-02T09:45,52.192
2021-07-02T10:00,138.196
2021-07-02T10:15,63.414
2021-07-02T10:30,103.207
2021-07-02T10:45,51.574
2021-07-02T11:00,134.17
2021-07-02T11:15,67.197
2021-07-02T11:30,63.453
2021-07-02T11:45,112.957
2021-07-02T12:00,64.028
2021-07-02T12:15,95.965
2021-07-02T12:30,53.028
2021-07-02T12:45,201.461
2021-07-02T13:00,171.267
2021-07-02T13:15,217.563
2021-07-02T13:30,1024.448
2021-07-02T13:45,180.079
2021-07-02T14:00,198.871
2021-07-02T14:15,119.052
2021-07-02T14:30,152.421
2021-07-02T14:45,96.21
2021-07-02T15:00,143.632
2021-07-02T15:15,143.936
