Date,Pm
00:00,-16.0
00:15,-12.0
00:30,-16.0
00:45,-12.0
01:00,-16.0
01:15,-16.0
01:30,-12.0
01:45,-12.0
02:00,-12.0
02:15,-12.0
02:30,-12.0
02:45,-12.0
03:00,-12.0
03:15,-8.0
03:30,-16.0
03:45,-16.0
04:00,-12.0
04:15,-12.0
04:30,-12.0
04:45,-12.0
05:00,-16.0
05:15,-16.0
05:30,-12.0
05:45,-12.0
06:00,-12.0
06:15,-16.0
06:30,-20.0
06:45,-12.0
07:00,-12.0
07:15,-16.0
07:30,-12.0
07:45,-20.0
08:00,-16.0
08:15,-12.0
08:30,-12.0
08:45,-12.0
09:00,-12.0
09:15,-16.0
09:30,-12.0
09:45,-8.0
10:00,-16.0
10:15,-20.0
10:30,-8.0
10:45,-12.0
11:00,-16.0
11:15,-12.0
11:30,-16.0
11:45,-12.0
12:00,-12.0
12:15,-16.0
12:30,-16.0
12:45,-28.0
13:00,-24.0
13:15,-12.0
13:30,-12.0
13:45,-12.0
14:00,-12.0
14:15,-8.0
14:30,-12.0
14:45,-12.0
15:00,-12.0
15:15,-12.0
15:30,-12.0
15:45,-8.0
16:00,-20.0
16:15,-28.0
16:30,-12.0
16:45,-12.0
17:00,-12.0
17:15,-12.0
17:30,-12.0
17:45,-16.0
18:00,-16.0
18:15,-16.0
18:30,-16.0
18:45,-12.0
19:00,-16.0
19:15,-16.0
19:30,-16.0
19:45,-16.0
20:00,-16.0
20:15,-16.0
20:30,-20.0
20:45,-24.0
21:00,-28.0
21:15,-28.0
21:30,-24.0
21:45,-16.0
22:00,-24.0
22:15,-16.0
22:30,-16.0
22:45,-16.0
23:00,-16.0
23:15,-16.0
23:30,-20.0
23:45,-16.0
