Date,Pm
00:00,-36.0
00:15,-44.0
00:30,-40.0
00:45,-40.0
01:00,-32.0
01:15,-32.0
01:30,-36.0
01:45,-36.0
02:00,-36.0
02:15,-32.0
02:30,-32.0
02:45,-36.0
03:00,-32.0
03:15,-44.0
03:30,-44.0
03:45,-40.0
04:00,-32.0
04:15,-32.0
04:30,-32.0
04:45,-32.0
05:00,-40.0
05:15,-40.0
05:30,-32.0
05:45,-36.0
06:00,-32.0
06:15,-36.0
06:30,-44.0
06:45,-44.0
07:00,-36.0
07:15,-36.0
07:30,-36.0
07:45,-32.0
08:00,-32.0
08:15,-28.0
08:30,-36.0
08:45,-32.0
09:00,-28.0
09:15,-32.0
09:30,-32.0
09:45,-28.0
10:00,-32.0
10:15,-32.0
10:30,-36.0
10:45,-28.0
11:00,-32.0
11:15,-32.0
11:30,-28.0
11:45,-32.0
12:00,-32.0
12:15,-32.0
12:30,-32.0
12:45,-28.0
13:00,-32.0
13:15,-28.0
13:30,-32.0
13:45,-32.0
14:00,-32.0
14:15,-32.0
14:30,-36.0
14:45,-40.0
15:00,-36.0
15:15,-36.0
15:30,-36.0
15:45,-36.0
16:00,-40.0
16:15,-32.0
16:30,-32.0
16:45,-32.0
17:00,-32.0
17:15,-32.0
17:30,-32.0
17:45,-32.0
18:00,-32.0
18:15,-32.0
18:30,-32.0
18:45,-36.0
19:00,-32.0
19:15,-32.0
19:30,-32.0
19:45,-28.0
20:00,-36.0
20:15,-36.0
20:30,-44.0
20:45,-44.0
21:00,-40.0
21:15,-44.0
21:30,-36.0
21:45,-48.0
22:00,-40.0
22:15,-48.0
22:30,-44.0
22:45,-44.0
23:00,-36.0
23:15,-36.0
23:30,-40.0
23:45,-32.0
