Date,Pm
00:00,776.0
00:15,780.0
00:30,764.0
00:45,768.0
01:00,764.0
01:15,780.0
01:30,780.0
01:45,776.0
02:00,780.0
02:15,772.0
02:30,768.0
02:45,760.0
03:00,768.0
03:15,764.0
03:30,772.0
03:45,780.0
04:00,780.0
04:15,776.0
04:30,776.0
04:45,772.0
05:00,760.0
05:15,736.0
05:30,760.0
05:45,768.0
06:00,760.0
06:15,764.0
06:30,776.0
06:45,756.0
07:00,752.0
07:15,756.0
07:30,756.0
07:45,764.0
08:00,768.0
08:15,768.0
08:30,760.0
08:45,772.0
09:00,764.0
09:15,768.0
09:30,776.0
09:45,780.0
10:00,796.0
10:15,800.0
10:30,784.0
10:45,768.0
11:00,772.0
11:15,760.0
11:30,780.0
11:45,812.0
12:00,920.0
12:15,996.0
12:30,1064.0
12:45,1084.0
13:00,1200.0
13:15,1248.0
13:30,1280.0
13:45,1316.0
14:00,1260.0
14:15,1304.0
14:30,1308.0
14:45,1204.0
15:00,992.0
15:15,1048.0
15:30,1136.0
15:45,1156.0
16:00,1032.0
16:15,1048.0
16:30,1172.0
16:45,1228.0
17:00,1216.0
17:15,1148.0
17:30,1168.0
17:45,1196.0
18:00,1188.0
18:15,1180.0
18:30,1156.0
18:45,1100.0
19:00,1076.0
19:15,1072.0
19:30,1064.0
19:45,1036.0
20:00,896.0
20:15,872.0
20:30,768.0
20:45,744.0
21:00,752.0
21:15,744.0
21:30,704.0
21:45,700.0
22:00,716.0
22:15,728.0
22:30,760.0
22:45,740.0
23:00,744.0
23:15,756.0
23:30,764.0
23:45,768.0
