Date,Pm
00:00,-324.0
00:15,-332.0
00:30,-324.0
00:45,-324.0
01:00,-328.0
01:15,-324.0
01:30,-332.0
01:45,-324.0
02:00,-356.0
02:15,-348.0
02:30,-340.0
02:45,-348.0
03:00,-340.0
03:15,-340.0
03:30,-332.0
03:45,-320.0
04:00,-324.0
04:15,-332.0
04:30,-332.0
04:45,-328.0
05:00,-332.0
05:15,-324.0
05:30,-328.0
05:45,-328.0
06:00,-336.0
06:15,-360.0
06:30,-348.0
06:45,-372.0
07:00,-376.0
07:15,-388.0
07:30,-372.0
07:45,-364.0
08:00,-372.0
08:15,-368.0
08:30,-368.0
08:45,-372.0
09:00,-368.0
09:15,-368.0
09:30,-372.0
09:45,-372.0
10:00,-360.0
10:15,-396.0
10:30,-392.0
10:45,-384.0
11:00,-384.0
11:15,-384.0
11:30,-376.0
11:45,-372.0
12:00,-364.0
12:15,-360.0
12:30,-364.0
12:45,-368.0
13:00,-364.0
13:15,-364.0
13:30,-360.0
13:45,-368.0
14:00,-364.0
14:15,-364.0
14:30,-372.0
14:45,-384.0
15:00,-384.0
15:15,-372.0
15:30,-380.0
15:45,-376.0
16:00,-352.0
16:15,-360.0
16:30,-364.0
16:45,-356.0
17:00,-356.0
17:15,-364.0
17:30,-348.0
17:45,-356.0
18:00,-348.0
18:15,-348.0
18:30,-356.0
18:45,-352.0
19:00,-388.0
19:15,-376.0
19:30,-368.0
19:45,-368.0
20:00,-372.0
20:15,-360.0
20:30,-360.0
20:45,-360.0
21:00,-360.0
21:15,-360.0
21:30,-356.0
21:45,-356.0
22:00,-360.0
22:15,-324.0
22:30,-316.0
22:45,-316.0
23:00,-320.0
23:15,-340.0
23:30,-336.0
23:45,-328.0
