Date,Pm
00:00,-80.0
00:15,-76.0
00:30,-84.0
00:45,-80.0
01:00,-76.0
01:15,-88.0
01:30,-80.0
01:45,-76.0
02:00,-80.0
02:15,-88.0
02:30,-76.0
02:45,-80.0
03:00,-84.0
03:15,-80.0
03:30,-76.0
03:45,-88.0
04:00,-76.0
04:15,-80.0
04:30,-80.0
04:45,-84.0
05:00,-76.0
05:15,-80.0
05:30,-88.0
05:45,-80.0
06:00,-88.0
06:15,-84.0
06:30,-84.0
06:45,-80.0
07:00,-84.0
07:15,-84.0
07:30,-80.0
07:45,-88.0
08:00,-80.0
08:15,-88.0
08:30,-80.0
08:45,-80.0
09:00,-88.0
09:15,-80.0
09:30,-92.0
09:45,-88.0
10:00,-84.0
10:15,-88.0
10:30,-80.0
10:45,-88.0
11:00,-80.0
11:15,-80.0
11:30,-88.0
11:45,-80.0
12:00,-88.0
12:15,-80.0
12:30,-80.0
12:45,-88.0
13:00,-80.0
13:15,-88.0
13:30,-76.0
13:45,-88.0
14:00,-84.0
14:15,-84.0
14:30,-96.0
14:45,-80.0
15:00,-80.0
15:15,-88.0
15:30,-72.0
15:45,-88.0
16:00,-80.0
16:15,-80.0
16:30,-84.0
16:45,-80.0
17:00,-84.0
17:15,-80.0
17:30,-80.0
17:45,-88.0
18:00,-80.0
18:15,-76.0
18:30,-80.0
18:45,-80.0
19:00,-72.0
19:15,-80.0
19:30,-72.0
19:45,-76.0
20:00,-80.0
20:15,-72.0
20:30,-72.0
20:45,-68.0
21:00,-80.0
21:15,-72.0
21:30,-72.0
21:45,-80.0
22:00,-72.0
22:15,-72.0
22:30,-76.0
22:45,-68.0
23:00,-72.0
23:15,-64.0
23:30,-80.0
23:45,-68.0
