Date,Pm
00:00,-152.0
00:15,-148.0
00:30,-144.0
00:45,-140.0
01:00,-136.0
01:15,-140.0
01:30,-136.0
01:45,-136.0
02:00,-140.0
02:15,-156.0
02:30,-156.0
02:45,-156.0
03:00,-156.0
03:15,-140.0
03:30,-136.0
03:45,-136.0
04:00,-136.0
04:15,-136.0
04:30,-144.0
04:45,-168.0
05:00,-164.0
05:15,-164.0
05:30,-160.0
05:45,-148.0
06:00,-148.0
06:15,-140.0
06:30,-128.0
06:45,-132.0
07:00,-132.0
07:15,-136.0
07:30,-132.0
07:45,-132.0
08:00,-156.0
08:15,-156.0
08:30,-156.0
08:45,-156.0
09:00,-144.0
09:15,-136.0
09:30,-140.0
09:45,-136.0
10:00,-140.0
10:15,-152.0
10:30,-168.0
10:45,-168.0
11:00,-168.0
11:15,-168.0
11:30,-152.0
11:45,-152.0
12:00,-152.0
12:15,-148.0
12:30,-140.0
12:45,-144.0
13:00,-152.0
13:15,-164.0
13:30,-168.0
13:45,-156.0
14:00,-164.0
14:15,-156.0
14:30,-164.0
14:45,-156.0
15:00,-140.0
15:15,-140.0
15:30,-140.0
15:45,-136.0
16:00,-140.0
16:15,-156.0
16:30,-168.0
16:45,-164.0
17:00,-168.0
17:15,-148.0
17:30,-152.0
17:45,-172.0
18:00,-172.0
18:15,-160.0
18:30,-140.0
18:45,-140.0
19:00,-144.0
19:15,-144.0
19:30,-144.0
19:45,-160.0
20:00,-160.0
20:15,-160.0
20:30,-156.0
20:45,-136.0
21:00,-140.0
21:15,-136.0
21:30,-132.0
21:45,-140.0
22:00,-152.0
22:15,-164.0
22:30,-168.0
22:45,-176.0
23:00,-176.0
23:15,-168.0
23:30,-140.0
23:45,-144.0
