Time,power
2021-07-01T00:00,15.894
2021-07-01T00:15,15.876
2021-07-01T00:30,53.223
2021-07-01T00:45,15.931
2021-07-01T01:00,15.495
2021-07-01T01:15,15.779
2021-07-01T01:30,53.311
2021-07-01T01:45,15.827
2021-07-01T02:00,15.823
2021-07-01T02:15,15.588
2021-07-01T02:30,48.266
2021-07-01T02:45,16.15
2021-07-01T03:00,15.412
2021-07-01T03:15,15.894
2021-07-01T03:30,58.509
2021-07-01T03:45,15.585
2021-07-01T04:00,16.335
2021-07-01T04:15,15.686
2021-07-01T04:30,58.373
2021-07-01T04:45,15.894
2021-07-01T05:00,15.707
2021-07-01T05:15,15.961
2021-07-01T05:30,31.699
2021-07-01T05:45,42.671
2021-07-01T06:00,2860.435
2021-07-01T06:15,245.412
2021-07-01T06:30,1454.323
2021-07-01T06:45,72.231
2021-07-01T07:00,258.62
2021-07-01T07:15,2236.403
2021-07-01T07:30,2400.18
2021-07-01T07:45,3305.879
2021-07-01T08:00,4127.838
2021-07-01T08:15,2396.822
2021-07-01T08:30,1882.701
2021-07-01T08:45,2223.304
2021-07-01T09:00,2826.562
2021-07-01T09:15,2488.151
2021-07-01T09:30,29.143
2021-07-01T09:45,65.089
2021-07-01T10:00,35.628
2021-07-01T10:15,618.913
2021-07-01T10:30,622.988
2021-07-01T10:45,931.864
2021-07-01T11:00,1774.029
2021-07-01T11:15,1298.984
2021-07-01T11:30,1315.915
2021-07-01T11:45,2111.677
2021-07-01T12:00,28.853
2021-07-01T12:15,28.623
2021-07-01T12:30,34.926
2021-07-01T12:45,61.09
2021-07-01T13:00,28.765
2021-07-01T13:15,51.51
2021-07-01T13:30,64.273
2021-07-01T13:45,102.953
2021-07-01T14:00,67.97
2021-07-01T14:15,33.408
2021-07-01T14:30,41.746
2021-07-01T14:45,20.773
2021-07-01T15:00,44.828
2021-07-01T15:15,65.173
2021-07-01T15:30,108.233
2021-07-01T15:45,68.146
2021-07-01T16:00,30.675
2021-07-01T16:15,54.232
2021-07-01T16:30,40.97
2021-07-01T16:45,90.641
2021-07-01T17:00,60.381
2021-07-01T17:15,15.332
2021-07-01T17:30,31.765
2021-07-01T17:45,41.573
2021-07-01T18:00,17.459
2021-07-01T18:15,63.719
2021-07-01T18:30,342.843
2021-07-01T18:45,275.769
2021-07-01T19:00,180.759
2021-07-01T19:15,1666.258
2021-07-01T19:30,3069.625
2021-07-01T19:45,2351.431
2021-07-01T20:00,15.825
2021-07-01T20:15,15.895
2021-07-01T20:30,47.79
2021-07-01T20:45,15.438
2021-07-01T21:00,15.488
2021-07-01T21:15,54.289
2021-07-01T21:30,308.581
2021-07-01T21:45,289.437
2021-07-01T22:00,184.073
2021-07-01T22:15,183.47
2021-07-01T22:30,227.694
2021-07-01T22:45,152.162
2021-07-01T23:00,132.511
2021-07-01T23:15,128.326
2021-07-01T23:30,127.141
2021-07-01T23:45,17.177
2021-07-02T00:00,16.36
2021-07-02T00:15,15.788
2021-07-02T00:30,36.173
2021-07-02T00:45,31.878
2021-07-02T01:00,15.751
2021-07-02T01:15,15.363
2021-07-02T01:30,21.046
2021-07-02T01:45,48.001
2021-07-02T02:00,15.532
2021-07-02T02:15,16.145
2021-07-02T02:30,15.678
2021-07-02T02:45,55.162
2021-07-02T03:00,15.7
2021-07-02T03:15,15.958
2021-07-02T03:30,15.343
2021-07-02T03:45,53.029
2021-07-02T04:00,15.811
2021-07-02T04:15,16.274
2021-07-02T04:30,15.149
2021-07-02T04:45,58.368
2021-07-02T05:00,15.801
2021-07-02T05:15,16.306
2021-07-02T05:30,15.783
2021-07-02T05:45,56.948
2021-07-02T06:00,17.653
2021-07-02T06:15,15.73
2021-07-02T06:30,16.023
2021-07-02T06:45,47.984
2021-07-02T07:00,447.738
2021-07-02T07:15,2922.473
2021-07-02T07:30,39.702
2021-07-02T07:45,1563.149
2021-07-02T08:00,28.793
2021-07-02T08:15,77.335
2021-07-02T08:30,1495.138
2021-07-02T08:45,35.881
2021-07-02T09:00,1567.637
2021-07-02T09:15,2991.957
2021-07-02T09:30,2011.885
2021-07-02T09:45,620.896
2021-07-02T10:00,609.747
2021-07-02T10:15,1028.96
2021-07-02T10:30,1855.056
2021-07-02T10:45,1310.071
2021-07-02T11:00,1298.542
2021-07-02T11:15,15.69
2021-07-02T11:30,31.567
2021-07-02T11:45,37.225
2021-07-02T12:00,16.014
2021-07-02T12:15,15.659
2021-07-02T12:30,41.288
2021-07-02T12:45,22.181
2021-07-02T13:00,15.939
2021-07-02T13:15,15.892
2021-07-02T13:30,47.951
2021-07-02T13:45,15.872
2021-07-02T14:00,35.161
2021-07-02T14:15,137.7
2021-07-02T14:30,174.279
2021-07-02T14:45,141.668
2021-07-02T15:00,116.977
2021-07-02T15:15,68.695
2021-07-02T15:30,101.631
2021-07-02T15:45,65.212
2021-07-02T16:00,68.556
2021-07-02T16:15,36.645
2021-07-02T16:30,41.599
2021-07-02T16:45,32.407
2021-07-02T17:00,15.794
2021-07-02T17:15,15.605
2021-07-02T17:30,43.135
2021-07-02T17:45,15.885
2021-07-02T18:00,15.54
2021-07-02T18:15,26.15
2021-07-02T18:30,2507.003
2021-07-02T18:45,2909.993
2021-07-02T19:00,789.334
2021-07-02T19:15,26.411
2021-07-02T19:30,42.075
2021-07-02T19:45,15.638
2021-07-02T20:00,16.289
2021-07-02T20:15,62.435
2021-07-02T20:30,142.788
2021-07-02T20:45,109.531
2021-07-02T21:00,113.635
2021-07-02T21:15,111.743
2021-07-02T21:30,171.829
2021-07-02T21:45,134.119
2021-07-02T22:00,132.39
2021-07-02T22:15,106.997
2021-07-02T22:30,51.989
2021-07-02T22:45,17.204
2021-07-02T23:00,15.993
2021-07-02T23:15,15.205
2021-07-02T23:30,46.514
