Time,power
2021-07-01T00:00,143.633
2021-07-01T00:15,155.168
2021-07-01T00:30,78.519
2021-07-01T00:45,79.549
2021-07-01T01:00,193.115
2021-07-01T01:15,115.204
2021-07-01T01:30,77.742
2021-07-01T01:45,138.845
2021-07-01T02:00,203.606
2021-07-01T02:15,204.047
2021-07-01T02:30,203.239
2021-07-01T02:45,203.545
2021-07-01T03:00,195.145
2021-07-01T03:15,78.016
2021-07-01T03:30,143.906
2021-07-01T03:45,122.871
2021-07-01T04:00,79.213
2021-07-01T04:15,171.043
2021-07-01T04:30,96.385
2021-07-01T04:45,77.887
2021-07-01T05:00,192.473
2021-07-01T05:15,79.454
2021-07-01T05:30,104.262
2021-07-01T05:45,204.111
2021-07-01T06:00,202.95
2021-07-01T06:15,203.484
2021-07-01T06:30,203.57
2021-07-01T06:45,78.54
2021-07-01T07:00,77.691
2021-07-01T07:15,189.0
2021-07-01T07:30,318.81
2021-07-01T07:45,2435.786
2021-07-01T08:00,476.895
2021-07-01T08:15,1131.645
2021-07-01T08:30,89.217
2021-07-01T08:45,78.088
2021-07-01T09:00,149.295
2021-07-01T09:15,153.304
2021-07-01T09:30,78.408
2021-07-01T09:45,78.435
2021-07-01T10:00,205.465
2021-07-01T10:15,203.776
2021-07-01T10:30,220.898
2021-07-01T10:45,246.864
2021-07-01T11:00,248.406
2021-07-01T11:15,190.863
2021-07-01T11:30,122.136
2021-07-01T11:45,229.306
2021-07-01T12:00,138.7
2021-07-01T12:15,122.807
2021-07-01T12:30,603.164
2021-07-01T12:45,540.625
2021-07-01T13:00,2263.157
2021-07-01T13:15,2522.554
2021-07-01T13:30,78.962
2021-07-01T13:45,1326.582
2021-07-01T14:00,1453.717
2021-07-01T14:15,504.294
2021-07-01T14:30,299.89
2021-07-01T14:45,301.477
2021-07-01T15:00,202.024
2021-07-01T15:15,222.37
2021-07-01T15:30,239.924
2021-07-01T15:45,91.029
2021-07-01T16:00,163.96
2021-07-01T16:15,97.505
2021-07-01T16:30,87.942
2021-07-01T16:45,176.98
2021-07-01T17:00,78.776
