Time,power
2021-07-01T00:00,65.539
2021-07-01T00:15,79.371
2021-07-01T00:30,95.726
2021-07-01T00:45,65.398
2021-07-01T01:00,63.96
2021-07-01T01:15,113.181
2021-07-01T01:30,67.432
2021-07-01T01:45,66.085
2021-07-01T02:00,96.755
2021-07-01T02:15,64.404
2021-07-01T02:30,65.105
2021-07-01T02:45,96.259
2021-07-01T03:00,64.338
2021-07-01T03:15,64.938
2021-07-01T03:30,101.679
2021-07-01T03:45,64.198
2021-07-01T04:00,64.413
2021-07-01T04:15,101.785
2021-07-01T04:30,64.62
2021-07-01T04:45,65.229
2021-07-01T05:00,105.817
2021-07-01T05:15,64.297
2021-07-01T05:30,64.717
2021-07-01T05:45,119.452
2021-07-01T06:00,101.835
2021-07-01T06:15,102.292
2021-07-01T06:30,107.502
2021-07-01T06:45,132.229
2021-07-01T07:00,99.313
2021-07-01T07:15,354.597
2021-07-01T07:30,540.956
2021-07-01T07:45,709.803
2021-07-01T08:00,625.331
2021-07-01T08:15,1120.635
2021-07-01T08:30,795.427
2021-07-01T08:45,165.749
2021-07-01T09:00,159.846
2021-07-01T09:15,122.554
2021-07-01T09:30,64.937
2021-07-01T09:45,65.81
2021-07-01T10:00,100.102
2021-07-01T10:15,64.302
2021-07-01T10:30,64.874
2021-07-01T10:45,104.442
2021-07-01T11:00,64.588
2021-07-01T11:15,65.241
2021-07-01T11:30,104.801
2021-07-01T11:45,66.144
2021-07-01T12:00,62.723
2021-07-01T12:15,74.055
2021-07-01T12:30,95.809
2021-07-01T12:45,64.393
2021-07-01T13:00,64.355
2021-07-01T13:15,110.797
2021-07-01T13:30,63.689
2021-07-01T13:45,64.616
2021-07-01T14:00,99.548
2021-07-01T14:15,64.96
2021-07-01T14:30,75.705
2021-07-01T14:45,1522.509
2021-07-01T15:00,1338.537
2021-07-01T15:15,98.789
2021-07-01T15:30,64.956
2021-07-01T15:45,1301.139
2021-07-01T16:00,101.001
2021-07-01T16:15,139.502
2021-07-01T16:30,99.33
2021-07-01T16:45,100.91
2021-07-01T17:00,130.753
2021-07-01T17:15,118.603
2021-07-01T17:30,101.171
2021-07-01T17:45,72.557
2021-07-01T18:00,114.286
2021-07-01T18:15,96.979
2021-07-01T18:30,101.111
2021-07-01T18:45,133.345
2021-07-01T19:00,242.926
2021-07-01T19:15,1414.898
2021-07-01T19:30,730.661
2021-07-01T19:45,131.288
2021-07-01T20:00,659.476
2021-07-01T20:15,738.377
2021-07-01T20:30,654.643
2021-07-01T20:45,242.483
2021-07-01T21:00,237.211
2021-07-01T21:15,268.25
2021-07-01T21:30,437.378
2021-07-01T21:45,455.822
2021-07-01T22:00,477.105
