Time,Power
2021-07-01T00:00,63.773528072086236
2021-07-01T00:15,63.55775280906079
2021-07-01T00:30,104.43509557076901
2021-07-01T00:45,63.06068876418748
2021-07-01T01:00,63.616713817277684
2021-07-01T01:15,63.45390445049751
2021-07-01T01:30,73.74109582452151
2021-07-01T01:45,41.3453710731132
2021-07-01T02:00,42.096644031678366
2021-07-01T02:15,77.65243573754124
2021-07-01T02:30,46.931619803295405
2021-07-01T02:45,40.98582981969915
2021-07-01T03:00,43.54857390386745
2021-07-01T03:15,85.27799712778447
2021-07-01T03:30,41.256233395540725
2021-07-01T03:45,40.92460365817725
2021-07-01T04:00,43.229375244025654
2021-07-01T04:15,91.20487145653713
2021-07-01T04:30,41.646459871307556
2021-07-01T04:45,41.64605373501266
2021-07-01T05:00,1000.405410725439
2021-07-01T05:15,2028.4170933531784
2021-07-01T05:30,2651.5638247638317
2021-07-01T05:45,1057.3112371924715
2021-07-01T06:00,1060.9476822862487
2021-07-01T06:15,1206.1163080302929
2021-07-01T06:30,1116.9743702253652
2021-07-01T06:45,1423.0691554377715
2021-07-01T07:00,1271.5939328662255
2021-07-01T07:15,1025.9731403774613
2021-07-01T07:30,1058.0436010253964
2021-07-01T07:45,3005.5163371337458
2021-07-01T08:00,1843.8587201811781
2021-07-01T08:15,1180.9438405325755
2021-07-01T08:30,1517.3188341026644
2021-07-01T08:45,2447.8155292636143
2021-07-01T09:00,1289.9285897419406
2021-07-01T09:15,1127.3994565121948
2021-07-01T09:30,1130.3690103558513
2021-07-01T09:45,386.02398464236035
2021-07-01T10:00,202.5635522224416
2021-07-01T10:15,114.91915941542501
2021-07-01T10:30,116.81698720026208
2021-07-01T10:45,153.47057431475224
2021-07-01T11:00,114.9583606765985
2021-07-01T11:15,772.5673661811296
2021-07-01T11:30,156.62521062104454
2021-07-01T11:45,114.25680588279583
2021-07-01T12:00,112.72850489088714
2021-07-01T12:15,117.96096368848028
2021-07-01T12:30,291.9254754364549
2021-07-01T12:45,278.03320697935845
2021-07-01T13:00,279.05761350725015
2021-07-01T13:15,306.85788115540174
2021-07-01T13:30,257.99152857601325
2021-07-01T13:45,194.01117842492278
2021-07-01T14:00,266.0065392164482
2021-07-01T14:15,377.0952596292329
2021-07-01T14:30,390.13980540493424
2021-07-01T14:45,301.525412868614
2021-07-01T15:00,260.2147386617897
2021-07-01T15:15,289.2987936826385
2021-07-01T15:30,196.50224941656512
2021-07-01T15:45,728.2540192368352
2021-07-01T16:00,294.2600857744626
2021-07-01T16:15,211.27564936306132
2021-07-01T16:30,221.98311949530108
2021-07-01T16:45,225.49105277309593
2021-07-01T17:00,250.59779056111404
2021-07-01T17:15,315.615515860879
2021-07-01T17:30,334.95331144059827
2021-07-01T17:45,351.6477551742944
2021-07-01T18:00,1260.0722313726699
2021-07-01T18:15,2066.0070807152383
2021-07-01T18:30,1465.0859806196036
2021-07-01T18:45,529.7484779344553
2021-07-01T19:00,444.8973277019669
2021-07-01T19:15,487.0565271394927
2021-07-01T19:30,453.4110583107439
2021-07-01T19:45,448.26478253173684
2021-07-01T20:00,464.4636348156683
2021-07-01T20:15,465.55108474090537
2021-07-01T20:30,278.9653538388766
2021-07-01T20:45,276.2009544990176
2021-07-01T21:00,317.71906867965583
2021-07-01T21:15,281.5064457419316
2021-07-01T21:30,267.7628707950988
2021-07-01T21:45,321.67503180340975
2021-07-01T22:00,323.2321202924948
2021-07-01T22:15,270.5114263673902
2021-07-01T22:30,276.3464614246193
2021-07-01T22:45,384.9299489377949
2021-07-01T23:00,320.1314312364791
2021-07-01T23:15,307.44693739739114
2021-07-01T23:30,291.60656311222107
2021-07-01T23:45,158.1424808675818
2021-07-02T00:00,91.86735258549089
2021-07-02T00:15,94.85747802009642
2021-07-02T00:30,118.41306377188981
2021-07-02T00:45,116.55317276354441
2021-07-02T01:00,94.14358061872342
2021-07-02T01:15,91.5325073935067
2021-07-02T01:30,132.9395114217879
2021-07-02T01:45,94.64575051936556
2021-07-02T02:00,93.24079541792638
2021-07-02T02:15,123.61426724649269
2021-07-02T02:30,105.53617394353849
2021-07-02T02:45,93.87318562034497
2021-07-02T03:00,91.38218358357325
2021-07-02T03:15,64.27733311509986
2021-07-02T03:30,41.293239331266086
2021-07-02T03:45,41.24604778887249
2021-07-02T04:00,80.98752726742481
2021-07-02T04:15,40.61317601860728
2021-07-02T04:30,120.78315407525403
2021-07-02T04:45,563.693622421422
2021-07-02T05:00,1171.3041005851142
2021-07-02T05:15,2979.959535756779
2021-07-02T05:30,2429.6927114534146
2021-07-02T05:45,1139.7782759706888
2021-07-02T06:00,1028.260011845734
2021-07-02T06:15,1100.7608382876226
