Time,power
2021-07-01T00:00,140.415
2021-07-01T00:15,51.248
2021-07-01T00:30,114.531
2021-07-01T00:45,84.628
2021-07-01T01:00,87.726
2021-07-01T01:15,130.262
2021-07-01T01:30,50.314
2021-07-01T01:45,106.101
2021-07-01T02:00,122.528
2021-07-01T02:15,46.939
2021-07-01T02:30,115.33
2021-07-01T02:45,96.305
2021-07-01T03:00,49.882
2021-07-01T03:15,138.728
2021-07-01T03:30,46.305
2021-07-01T03:45,133.717
2021-07-01T04:00,49.352
2021-07-01T04:15,117.567
2021-07-01T04:30,94.878
2021-07-01T04:45,80.946
2021-07-01T05:00,116.727
2021-07-01T05:15,54.821
2021-07-01T05:30,149.625
2021-07-01T05:45,1778.54
2021-07-01T06:00,2971.754
2021-07-01T06:15,3998.419
2021-07-01T06:30,2182.055
2021-07-01T06:45,1852.41
2021-07-01T07:00,983.84
2021-07-01T07:15,619.676
2021-07-01T07:30,86.302
2021-07-01T07:45,137.662
2021-07-01T08:00,969.917
2021-07-01T08:15,1059.032
2021-07-01T08:30,902.598
2021-07-01T08:45,355.441
2021-07-01T09:00,207.635
2021-07-01T09:15,77.269
2021-07-01T09:30,93.054
2021-07-01T09:45,95.782
2021-07-01T10:00,64.082
2021-07-01T10:15,131.865
2021-07-01T10:30,46.168
2021-07-01T10:45,132.066
2021-07-01T11:00,60.139
2021-07-01T11:15,84.689
2021-07-01T11:30,142.257
2021-07-01T11:45,48.047
2021-07-01T12:00,119.678
2021-07-01T12:15,95.411
2021-07-01T12:30,60.458
2021-07-01T12:45,149.175
2021-07-01T13:00,58.716
2021-07-01T13:15,78.646
2021-07-01T13:30,119.557
2021-07-01T13:45,50.327
2021-07-01T14:00,128.494
2021-07-01T14:15,111.13
2021-07-01T14:30,46.036
2021-07-01T14:45,142.378
2021-07-01T15:00,74.118
2021-07-01T15:15,80.293
2021-07-01T15:30,111.937
2021-07-01T15:45,57.948
2021-07-01T16:00,153.593
2021-07-01T16:15,50.798
2021-07-01T16:30,86.763
2021-07-01T16:45,149.791
2021-07-01T17:00,47.183
2021-07-01T17:15,110.649
2021-07-01T17:30,159.404
2021-07-01T17:45,95.881
