Date,Pm
00:00,-344.0
00:15,-368.0
00:30,-356.0
00:45,-356.0
01:00,-352.0
01:15,-348.0
01:30,-340.0
01:45,-324.0
02:00,-324.0
02:15,-328.0
02:30,-320.0
02:45,-324.0
03:00,-328.0
03:15,-320.0
03:30,-324.0
03:45,-364.0
04:00,-364.0
04:15,-348.0
04:30,-348.0
04:45,-352.0
05:00,-336.0
05:15,-336.0
05:30,-332.0
05:45,-328.0
06:00,-328.0
06:15,-368.0
06:30,-388.0
06:45,-400.0
07:00,-400.0
07:15,-420.0
07:30,-500.0
07:45,-464.0
08:00,-460.0
08:15,-488.0
08:30,-508.0
08:45,-560.0
09:00,-576.0
09:15,-556.0
09:30,-560.0
09:45,-576.0
10:00,-628.0
10:15,-616.0
10:30,-596.0
10:45,-616.0
11:00,-624.0
11:15,-600.0
11:30,-588.0
11:45,-616.0
12:00,-632.0
12:15,-620.0
12:30,-564.0
12:45,-560.0
13:00,-524.0
13:15,-532.0
13:30,-520.0
13:45,-520.0
14:00,-616.0
14:15,-660.0
14:30,-616.0
14:45,-624.0
15:00,-604.0
15:15,-572.0
15:30,-548.0
15:45,-536.0
16:00,-524.0
16:15,-476.0
16:30,-480.0
16:45,-496.0
17:00,-456.0
17:15,-436.0
17:30,-424.0
17:45,-408.0
18:00,-396.0
18:15,-348.0
18:30,-336.0
18:45,-336.0
19:00,-340.0
19:15,-336.0
19:30,-360.0
19:45,-360.0
20:00,-352.0
20:15,-348.0
20:30,-364.0
20:45,-344.0
21:00,-316.0
21:15,-328.0
21:30,-336.0
21:45,-324.0
22:00,-336.0
22:15,-320.0
22:30,-320.0
22:45,-338.0
23:00,-338.0
23:15,-352.0
23:30,-336.0
23:45,-352.0
