Date,Pm
00:00,-44.0
00:15,-40.0
00:30,-40.0
00:45,-44.0
01:00,-40.0
01:15,-44.0
01:30,-44.0
01:45,-44.0
02:00,-44.0
02:15,-44.0
02:30,-40.0
02:45,-44.0
03:00,-44.0
03:15,-44.0
03:30,-44.0
03:45,-44.0
04:00,-44.0
04:15,-44.0
04:30,-44.0
04:45,-44.0
05:00,-44.0
05:15,-44.0
05:30,-44.0
05:45,-44.0
06:00,-44.0
06:15,-44.0
06:30,-48.0
06:45,-52.0
07:00,-52.0
07:15,-60.0
07:30,-64.0
07:45,-68.0
08:00,-76.0
08:15,-72.0
08:30,-72.0
08:45,-76.0
09:00,-84.0
09:15,-80.0
09:30,-84.0
09:45,-84.0
10:00,-88.0
10:15,-88.0
10:30,-88.0
10:45,-84.0
11:00,-88.0
11:15,-84.0
11:30,-88.0
11:45,-84.0
12:00,-84.0
12:15,-84.0
12:30,-84.0
12:45,-80.0
13:00,-80.0
13:15,-80.0
13:30,-80.0
13:45,-88.0
14:00,-84.0
14:15,-84.0
14:30,-80.0
14:45,-80.0
15:00,-80.0
15:15,-76.0
15:30,-80.0
15:45,-80.0
16:00,-76.0
16:15,-76.0
16:30,-76.0
16:45,-76.0
17:00,-72.0
17:15,-72.0
17:30,-76.0
17:45,-64.0
18:00,-64.0
18:15,-64.0
18:30,-64.0
18:45,-60.0
19:00,-60.0
19:15,-60.0
19:30,-60.0
19:45,-64.0
20:00,-60.0
20:15,-60.0
20:30,-60.0
20:45,-60.0
21:00,-56.0
21:15,-52.0
21:30,-48.0
21:45,-52.0
22:00,-48.0
22:15,-52.0
22:30,-48.0
22:45,-44.0
23:00,-44.0
23:15,-44.0
23:30,-40.0
23:45,-44.0
