Date,Pm
00:00,-72.0
00:15,-88.0
00:30,-72.0
00:45,-76.0
01:00,-84.0
01:15,-76.0
01:30,-72.0
01:45,-80.0
02:00,-80.0
02:15,-72.0
02:30,-80.0
02:45,-76.0
03:00,-76.0
03:15,-76.0
03:30,-80.0
03:45,-80.0
04:00,-68.0
04:15,-80.0
04:30,-76.0
04:45,-76.0
05:00,-84.0
05:15,-72.0
05:30,-76.0
05:45,-88.0
06:00,-80.0
06:15,-84.0
06:30,-80.0
06:45,-80.0
07:00,-88.0
07:15,-76.0
07:30,-92.0
07:45,-92.0
08:00,-80.0
08:15,-92.0
08:30,-80.0
08:45,-88.0
09:00,-100.0
09:15,-92.0
09:30,-104.0
09:45,-112.0
10:00,-104.0
10:15,-116.0
10:30,-104.0
10:45,-112.0
11:00,-116.0
11:15,-104.0
11:30,-116.0
11:45,-96.0
12:00,-116.0
12:15,-120.0
12:30,-108.0
12:45,-124.0
13:00,-100.0
13:15,-116.0
13:30,-108.0
13:45,-116.0
14:00,-120.0
14:15,-120.0
14:30,-132.0
14:45,-112.0
15:00,-132.0
15:15,-120.0
15:30,-128.0
15:45,-116.0
16:00,-104.0
16:15,-116.0
16:30,-100.0
16:45,-108.0
17:00,-88.0
17:15,-100.0
17:30,-96.0
17:45,-92.0
18:00,-100.0
18:15,-88.0
18:30,-84.0
18:45,-92.0
19:00,-80.0
19:15,-72.0
19:30,-92.0
19:45,-76.0
20:00,-80.0
20:15,-80.0
20:30,-80.0
20:45,-72.0
21:00,-84.0
21:15,-80.0
21:30,-76.0
21:45,-80.0
22:00,-88.0
22:15,-72.0
22:30,-76.0
22:45,-82.0
23:00,-82.0
23:15,-76.0
23:30,-84.0
23:45,-72.0
