Date,Pm
00:00,360.0
00:15,396.0
00:30,392.0
00:45,372.0
01:00,368.0
01:15,396.0
01:30,388.0
01:45,384.0
02:00,364.0
02:15,372.0
02:30,380.0
02:45,388.0
03:00,392.0
03:15,360.0
03:30,360.0
03:45,384.0
04:00,396.0
04:15,380.0
04:30,368.0
04:45,364.0
05:00,404.0
05:15,388.0
05:30,380.0
05:45,372.0
06:00,364.0
06:15,380.0
06:30,400.0
06:45,388.0
07:00,388.0
07:15,388.0
07:30,412.0
07:45,464.0
08:00,444.0
08:15,476.0
08:30,500.0
08:45,560.0
09:00,576.0
09:15,584.0
09:30,564.0
09:45,596.0
10:00,616.0
10:15,616.0
10:30,624.0
10:45,592.0
11:00,636.0
11:15,660.0
11:30,660.0
11:45,656.0
12:00,624.0
12:15,628.0
12:30,632.0
12:45,652.0
13:00,632.0
13:15,652.0
13:30,652.0
13:45,632.0
14:00,648.0
14:15,656.0
14:30,696.0
14:45,676.0
15:00,660.0
15:15,660.0
15:30,644.0
15:45,640.0
16:00,640.0
16:15,680.0
16:30,668.0
16:45,656.0
17:00,624.0
17:15,580.0
17:30,548.0
17:45,576.0
18:00,564.0
18:15,528.0
18:30,492.0
18:45,472.0
19:00,460.0
19:15,448.0
19:30,420.0
19:45,400.0
20:00,396.0
20:15,392.0
20:30,436.0
20:45,420.0
21:00,396.0
21:15,388.0
21:30,388.0
21:45,408.0
22:00,412.0
22:15,404.0
22:30,376.0
22:45,376.0
23:00,396.0
23:15,400.0
23:30,404.0
23:45,376.0
