Date,Pm
00:00,52.0
00:15,56.0
00:30,52.0
00:45,48.0
01:00,36.0
01:15,32.0
01:30,36.0
01:45,32.0
02:00,32.0
02:15,40.0
02:30,36.0
02:45,44.0
03:00,40.0
03:15,44.0
03:30,52.0
03:45,56.0
04:00,52.0
04:15,52.0
04:30,52.0
04:45,52.0
05:00,52.0
05:15,52.0
05:30,52.0
05:45,44.0
06:00,40.0
06:15,32.0
06:30,72.0
06:45,68.0
07:00,56.0
07:15,32.0
07:30,8.0
07:45,16.0
08:00,28.0
08:15,32.0
08:30,32.0
08:45,12.0
09:00,16.0
09:15,12.0
09:30,12.0
09:45,8.0
10:00,4.0
10:15,-4.0
10:30,4.0
10:45,0.0
11:00,-12.0
11:15,-12.0
11:30,-4.0
11:45,-8.0
12:00,-16.0
12:15,-8.0
12:30,-8.0
12:45,0.0
13:00,0.0
13:15,4.0
13:30,-4.0
13:45,-8.0
14:00,-12.0
14:15,-8.0
14:30,-4.0
14:45,-8.0
15:00,0.0
15:15,8.0
15:30,20.0
15:45,8.0
16:00,-4.0
16:15,-4.0
16:30,-4.0
16:45,0.0
17:00,-12.0
17:15,-12.0
17:30,4.0
17:45,-20.0
18:00,-12.0
18:15,-8.0
18:30,-4.0
18:45,0.0
19:00,-4.0
19:15,8.0
19:30,16.0
19:45,12.0
20:00,0.0
20:15,4.0
20:30,0.0
20:45,-12.0
21:00,-4.0
21:15,-8.0
21:30,-8.0
21:45,4.0
22:00,12.0
22:15,8.0
22:30,16.0
22:45,24.0
23:00,24.0
23:15,32.0
23:30,32.0
23:45,32.0
