Date,Pm
00:00,-12.0
00:15,-8.0
00:30,-8.0
00:45,-12.0
01:00,-12.0
01:15,-40.0
01:30,-44.0
01:45,-40.0
02:00,-44.0
02:15,-44.0
02:30,-32.0
02:45,-24.0
03:00,-24.0
03:15,-24.0
03:30,-28.0
03:45,-24.0
04:00,-24.0
04:15,-24.0
04:30,-20.0
04:45,-20.0
05:00,-32.0
05:15,-28.0
05:30,-32.0
05:45,-32.0
06:00,-40.0
06:15,-44.0
06:30,-48.0
06:45,-52.0
07:00,-60.0
07:15,-64.0
07:30,-64.0
07:45,-68.0
08:00,-72.0
08:15,-76.0
08:30,-76.0
08:45,-76.0
09:00,-76.0
09:15,-80.0
09:30,-76.0
09:45,-76.0
10:00,-72.0
10:15,-68.0
10:30,-76.0
10:45,-76.0
11:00,-72.0
11:15,-80.0
11:30,-84.0
11:45,-80.0
12:00,-84.0
12:15,-84.0
12:30,-80.0
12:45,-76.0
13:00,-72.0
13:15,-64.0
13:30,-56.0
13:45,-60.0
14:00,-60.0
14:15,-68.0
14:30,-68.0
14:45,-68.0
15:00,-64.0
15:15,-68.0
15:30,-60.0
15:45,-52.0
16:00,-52.0
16:15,-56.0
16:30,-48.0
16:45,-52.0
17:00,-52.0
17:15,-52.0
17:30,-56.0
17:45,-52.0
18:00,-68.0
18:15,-64.0
18:30,-64.0
18:45,-60.0
19:00,-60.0
19:15,-56.0
19:30,-48.0
19:45,-48.0
20:00,-40.0
20:15,-16.0
20:30,-20.0
20:45,-20.0
21:00,-16.0
21:15,-16.0
21:30,-20.0
21:45,-16.0
22:00,-16.0
22:15,-8.0
22:30,-12.0
22:45,-12.0
23:00,-24.0
23:15,-20.0
23:30,-20.0
23:45,-24.0
