Date,Pm
00:00,-176.0
00:15,-188.0
00:30,-188.0
00:45,-196.0
01:00,-188.0
01:15,-180.0
01:30,-168.0
01:45,-176.0
02:00,-168.0
02:15,-188.0
02:30,-180.0
02:45,-160.0
03:00,-148.0
03:15,-152.0
03:30,-148.0
03:45,-168.0
04:00,-184.0
04:15,-176.0
04:30,-192.0
04:45,-180.0
05:00,-188.0
05:15,-172.0
05:30,-160.0
05:45,-164.0
06:00,-156.0
06:15,-172.0
06:30,-196.0
06:45,-208.0
07:00,-216.0
07:15,-228.0
07:30,-240.0
07:45,-220.0
08:00,-224.0
08:15,-228.0
08:30,-232.0
08:45,-236.0
09:00,-224.0
09:15,-240.0
09:30,-244.0
09:45,-284.0
10:00,-288.0
10:15,-300.0
10:30,-316.0
10:45,-272.0
11:00,-276.0
11:15,-264.0
11:30,-248.0
11:45,-252.0
12:00,-268.0
12:15,-292.0
12:30,-308.0
12:45,-324.0
13:00,-328.0
13:15,-280.0
13:30,-272.0
13:45,-280.0
14:00,-280.0
14:15,-288.0
14:30,-296.0
14:45,-272.0
15:00,-248.0
15:15,-232.0
15:30,-248.0
15:45,-260.0
16:00,-260.0
16:15,-248.0
16:30,-240.0
16:45,-224.0
17:00,-208.0
17:15,-188.0
17:30,-184.0
17:45,-180.0
18:00,-192.0
18:15,-220.0
18:30,-216.0
18:45,-220.0
19:00,-204.0
19:15,-188.0
19:30,-180.0
19:45,-172.0
20:00,-164.0
20:15,-164.0
20:30,-164.0
20:45,-148.0
21:00,-152.0
21:15,-164.0
21:30,-180.0
21:45,-180.0
22:00,-172.0
22:15,-172.0
22:30,-160.0
22:45,-152.0
23:00,-156.0
23:15,-156.0
23:30,-152.0
23:45,-168.0
