Date,Pm
00:00,-24.0
00:15,-32.0
00:30,-24.0
00:45,-28.0
01:00,-32.0
01:15,-32.0
01:30,-28.0
01:45,-28.0
02:00,-28.0
02:15,-32.0
02:30,-24.0
02:45,-28.0
03:00,-20.0
03:15,-28.0
03:30,-28.0
03:45,-24.0
04:00,-24.0
04:15,-24.0
04:30,-24.0
04:45,-36.0
05:00,-28.0
05:15,-28.0
05:30,-28.0
05:45,-32.0
06:00,-36.0
06:15,-36.0
06:30,-36.0
06:45,-36.0
07:00,-36.0
07:15,-40.0
07:30,-56.0
07:45,-52.0
08:00,-60.0
08:15,-60.0
08:30,-56.0
08:45,-64.0
09:00,-56.0
09:15,-64.0
09:30,-64.0
09:45,-64.0
10:00,-60.0
10:15,-64.0
10:30,-60.0
10:45,-64.0
11:00,-64.0
11:15,-64.0
11:30,-64.0
11:45,-60.0
12:00,-56.0
12:15,-52.0
12:30,-48.0
12:45,-52.0
13:00,-48.0
13:15,-52.0
13:30,-52.0
13:45,-52.0
14:00,-52.0
14:15,-48.0
14:30,-52.0
14:45,-56.0
15:00,-56.0
15:15,-56.0
15:30,-48.0
15:45,-56.0
16:00,-52.0
16:15,-56.0
16:30,-52.0
16:45,-48.0
17:00,-52.0
17:15,-44.0
17:30,-40.0
17:45,-40.0
18:00,-44.0
18:15,-36.0
18:30,-40.0
18:45,-36.0
19:00,-36.0
19:15,-40.0
19:30,-36.0
19:45,-40.0
20:00,-40.0
20:15,-40.0
20:30,-40.0
20:45,-40.0
21:00,-40.0
21:15,-36.0
21:30,-40.0
21:45,-40.0
22:00,-44.0
22:15,-40.0
22:30,-44.0
22:45,-40.0
23:00,-44.0
23:15,-32.0
23:30,-36.0
23:45,-32.0
